article_id,review_bucket,source,title,stored_ticker,improved_tickers,existing_detected,stonkwise_categories,improved_category,improved_direction,human_label,human_notes
c4a9b02ad6fb4e83ce1999f52df8db8ffce9a1e3115ec3de3f934dff48bc1632,macro_indirect_effect,Finviz News Flow,Trump Threatens 100% Tariffs on the EU Over Digital Service Tax,,[],false,true,geopolitical,uncertain,,
c82ddfb18df52ceddde0f530af7ba79b6494006a01e9f4eb11e10dbc5a64f3d7,macro_indirect_effect,Finviz News Flow,Anthropic says US lifts export ban on its advanced AI tools,,[],false,true,geopolitical,uncertain,,
dac308169ee1ea8839c5b3c189f28dfaec43ec5768bd2882849db20d5e377c3a,macro_indirect_effect,Finviz News Flow,Soybeans Drift as China Buying Awaited After US Tariff Statement,,[],false,true,geopolitical,uncertain,,
16138a8a28c9d988ae76dbb436fbc1e73f3e6c369ffd921c4d03ad97c34f1f3d,missed_by_existing_and_stonkwise,Finviz News Flow,Apple Is Best Positioned To Face Memory Shock: Reiterate Buy,AAPL,"[""AAPL""]",false,false,analyst_action,bullish,,
6d05131974cb9e4fd8938645f6dfd9f1fe655a8124bef1fe3c87dfc0caa71c54,macro_indirect_effect,Finviz News Flow,Trump’s Brokerage Accounts Made Big Trades Around ‘Liberation Day’ Tariffs,,[],false,true,geopolitical,uncertain,,
21047205cfe90d2c13a80330e472a16bd5d344d0fefe501a677d838a47b4bb91,method_agreement,Finviz News Flow,"MBK Partners Faces Sanctions Process in Homeplus Case, FSS Says",,"[""PLUS""]",false,true,geopolitical,uncertain,,
3858de37b43a9432a367d235e09540ad9b9fe457a82be5531fb3dbb5f75c6b70,macro_indirect_effect,Finviz News Flow,Oil Terminal in Russia’s St. Petersburg Comes Under Drone Attack,,[],false,true,geopolitical,uncertain,,
3aadf3ec7279587f03f6f78ce6f990a0e2bcfcf5a105380416d5f85d712e196c,missed_by_existing_and_stonkwise,Finviz News Flow,Advertising Technology Firm Criteo Attracts Vista Equity-Backed Takeover Offer,,[],false,false,merger_acquisition,mixed,,
ec3d6d70bd564e2cd16c7e8ea41b86f7de4a94184b40c51d342810b81844e165,macro_indirect_effect,Finviz News Flow,Trump’s Tariffs Did Not Bring Back Manufacturing Jobs. What Will?,,[],false,true,geopolitical,uncertain,,
5286ed901edc283e2b0605ae37631d6a9639c118de8cb9f94598a81d769e02bc,macro_indirect_effect,Finviz News Flow,Trump to Impose 50% Tariff on Many Canadian Goods,,[],false,true,geopolitical,uncertain,,
7ddb81189641e73903ccf9614229f479301545cf8d7714a2b3f6c5379d8eb175,macro_indirect_effect,Finviz News Flow,Trump imposes 50% tariff on Canadian imports,,[],false,true,geopolitical,uncertain,,
3c034d0f62418aca1e0a9159ae6b78bf7dafffb424dd6119cd6a110dfca2a14a,method_agreement,Finviz News Flow,Bessent says Iran's economy in 'free-fall' after sanctions campaign,,"[""ESNT""]",false,true,geopolitical,uncertain,,
911dd578cffe81e64616114fe59c517823ff61bd658201142eeeb15945342cef,method_agreement,Finviz News Flow,Trump targets E.U. in latest tariff threat — and more levies are still to come,,"[""TGT""]",false,true,geopolitical,uncertain,,
6a371b641cc37a65c58f7dab,method_agreement,TradingView News Flow,"Online retailer Hour Loop Q3 revenue up, margins hit by tariffs",HOUR,"[""HOUR""]",false,true,geopolitical,uncertain,,
6a371b5a1cc37a65c58f7406,method_agreement,TradingView News Flow,Clean Energy Technologies Inc - Enters Note Purchase Agreement - SEC Filing,CETY,"[""CETY""]",true,true,sec_filing,uncertain,,
6a371b5a1cc37a65c58f74c0,multi_ticker_event,TradingView News Flow,"GT Biopharma Announces FDA Clearance of Investigational New Drug (IND) Application for GTB-5550 TriKE®, a B7-H3-Targeted Natural Killer (NK) Cell Engager for Solid Tumors Expressing B7-H3",GTBP,"[""GTBP"",""IND""]",true,false,fda_clinical,bullish,,
6a371b6b1cc37a65c58f8451,method_agreement,TradingView News Flow,Enlight Renewable Energy Reports Fourth Quarter 2025 Financial Results,ENLT,"[""ENLT""]",false,true,earnings_guidance,uncertain,,
6a371b6b1cc37a65c58f844e,method_agreement,TradingView News Flow,Enlight Renewable Energy Reports Fourth Quarter 2025 Financial Results,ENLT,"[""ENLT""]",false,true,earnings_guidance,uncertain,,
6a397aedbae653e0fc281e48,multi_ticker_event,TradingView News Flow,Tenon(R) Medical Reports Fourth Quarter and Full Year 2025 Financial Results,TNON,"[""R"",""TNON""]",false,false,earnings_guidance,uncertain,,
6a371b571cc37a65c58f728e,method_agreement,TradingView News Flow,"LSF: Net sales grew 15% to $49.9M, but gross margin fell to 37.9% amid inflation and tariffs",LSF,"[""LSF""]",true,true,geopolitical,uncertain,,
6a371b5a1cc37a65c58f73fc,method_agreement,TradingView News Flow,"Clean Energy Technologies Raises $406,000 Convertible Note Financing From Pacific Pier",CETY,"[""CETY""]",true,true,capital_structure,bearish,,
6a371b691cc37a65c58f81a0,method_agreement,TradingView News Flow,"ENR: Q2 margin gains and tariff credits set up strong H2 growth, with earnings at high end of guidance",ENR,"[""ENR""]",true,true,geopolitical,uncertain,,
6a371b6b1cc37a65c58f8445,method_agreement,TradingView News Flow,Enlight Renewable Energy Reports First Quarter 2026 Financial Results,ENLT,"[""ENLT""]",false,true,earnings_guidance,uncertain,,
6a371b691cc37a65c58f8194,method_agreement,TradingView News Flow,"ENR: Adjusted gross margin surged to 44.4% in Q2 2026, driven by a significant tariff refund benefit",ENR,"[""ENR""]",true,true,geopolitical,uncertain,,
6a397aedbae653e0fc281e3d,multi_ticker_event,TradingView News Flow,Tenon(R) Medical Reports First Quarter 2026 Financial Results,TNON,"[""R"",""TNON""]",false,false,earnings_guidance,uncertain,,
6a371b5d1cc37a65c58f7677,multi_ticker_event,TradingView News Flow,Enhanced (NYSE: ENHA) to Build AI-Native Technology Within its Live Enhanced Consumer Platform with Rezolve Ai (NASDAQ: RZLV) in Multi-Million Dollar Strategic Partnership,ENHA,"[""ENHA"",""RZLV""]",true,false,contract_partnership,bullish,,
6a371b611cc37a65c58f7a73,multi_ticker_event,TradingView News Flow,"LIXTE Biotechnology To Acquire NOMAD Transportable Power Systems, The Market Leader In Mobile, Utility-Grade Battery Energy Storage Systems (BESS) >LIXT",LIXT,"[""BESS"",""LIXT""]",false,false,merger_acquisition,mixed,,
6a371b611cc37a65c58f7a74,multi_ticker_event,TradingView News Flow,"LIXTE Biotechnology to Acquire NOMAD Transportable Power Systems, the Market Leader in Mobile, Utility-Grade Battery Energy Storage Systems (BESS)",LIXT,"[""BESS"",""LIXT""]",false,false,merger_acquisition,mixed,,
fc8febc238e81887a8c1a0988ee3d95b70e549eefefa7cfdf8c35b460bc5fd32,multi_ticker_event,TradingView News,1 hour ago Reuters Focus Universal Approves 4-For-1 Reverse Stock Split - SEC Filing,,"[""FCUV"",""UVV""]",true,false,capital_structure,mixed,,
fc8e3b459e3cab02bca5b304555ad0acf378bd1b76246a54e83edcfa9b52993d,multi_ticker_event,TradingView News,1 hour ago Reuters Standard Nuclear Files Registration Statement For Initial Public Offering - SEC Filing,,"[""RGS"",""STDN""]",true,false,capital_structure,bearish,,
