event_id,detected_sec,date_et,source,category,subtype,direction,severity,confidence,directness,tickers,title
44246a272481ab7d93ce05b5,1767896049,2026-01-08,TradingView News Flow,merger_acquisition,acquisition,mixed,high,0.9,direct,CNCK,Coincheck to acquire digital asset manager 3iQ in $112M stock deal
2e8adcc09123dc58adb67f3a,1767906780,2026-01-08,TradingView News Flow,capital_structure,offering,bearish,high,0.94,direct,KALA,KALA BIO Signs At-The-Market Offering Agreement With H.C. Wainwright & Co.
e74e7d0a5d96a6bf8c261894,1768252330,2026-01-12,TradingView News Flow,sec_filing,sec_filing,uncertain,low,0.76,direct,ARQQ,Arqit Quantum Inc - May Offer And Sell Up To $250 Million In Securities - SEC Filing
8efe95c27ade710a51c0fe51,1768603113,2026-01-16,TradingView News Flow,sec_filing,sec_filing,uncertain,low,0.76,direct,CETY,Clean Energy Technologies Inc - Enters Note Purchase Agreement - SEC Filing
17c16fe71fb6ab8efa005a25,1769031585,2026-01-21,TradingView News Flow,earnings_guidance,earnings_report,uncertain,medium,0.75,direct,NVEC,Nve Corporation Reports Third Quarter Results And Announces Quarterly Dividend
773eaaeda51e014ee3ee577a,1769652300,2026-01-28,TradingView News Flow,capital_structure,offering,bearish,high,0.94,direct,VENU,Venu Holding Corporation Announces Termination of Proposed Public Offering
5563c41a31dbcc0adfbebb86,1770125400,2026-02-03,TradingView News Flow,fda_clinical,fda_positive,bullish,high,0.94,direct,GTBP|IND,"GT Biopharma Announces FDA Clearance of Investigational New Drug (IND) Application for GTB-5550 TriKE®, a B7-H3-Targeted Natural Killer (NK) Cell Engager for Solid Tumors Expressing B7-H3"
b77ef084f71fdc4d6920086b,1770240058,2026-02-04,TradingView News Flow,earnings_guidance,earnings_positive,bullish,high,0.89,direct,CRNC,Cerence Q1 revenue slightly beats estimates
1bee50b89a46721290a65ed2,1770393602,2026-02-06,TradingView News Flow,capital_structure,reverse_split,mixed,high,0.9,direct,ATPC,Agape ATP Corporation Announces 1-For-50 Reverse Stock Split
73c7c23c69df0aaebaa41cb5,1770401305,2026-02-06,TradingView News Flow,capital_structure,reverse_split,mixed,high,0.9,direct,ATPC,Agape ATP Corp Announces 1-For-50 Reverse Stock Split - SEC Filing
b0bc9b7bfa279d06f5fa44f5,1770639217,2026-02-09,TradingView News Flow,earnings_guidance,earnings_positive,bullish,high,0.89,direct,POWW,"Outdoor Holding's Q3 revenue beats estimates, profit improves on cost management"
f3a1b0df94b3bf13db0283bd,1770639780,2026-02-09,TradingView News Flow,merger_acquisition,acquisition,mixed,high,0.9,direct,OUST,"Ouster, Inc. Closes Acquisition of StereoLabs SAS"
fc18fa700d1d07cce13d0ed0,1770760381,2026-02-10,TradingView News Flow,earnings_guidance,earnings_report,uncertain,medium,0.75,direct,LEU,Centrus Energy Corp. Reports Fourth Quarter and Full Year 2025 Results
5d77cc9905f8883d0d1ffd22,1770826343,2026-02-11,TradingView News Flow,earnings_guidance,earnings_positive,bullish,high,0.89,direct,LEU,"LEU: Record revenue, $900M HALEU award, and strong backlog set stage for growth and capacity buildout"
3973e695890927c97b60eb84,1770843720,2026-02-11,TradingView News Flow,earnings_guidance,earnings_report,uncertain,medium,0.75,direct,OM,Outset Medical Reports Fourth Quarter and Full Year 2025 Financial Results
fc06b2c54116bad3b89a4b26,1770844179,2026-02-11,TradingView News Flow,earnings_guidance,earnings_negative,bearish,high,0.9,direct,OM,Outset Medical Q4 revenue falls
401b52a74ac762c5d68af83d,1770904800,2026-02-12,TradingView News Flow,contract_partnership,partnership,bullish,medium,0.83,direct,NIXX,"Nixxy, Inc. Announces Strategic Partnership with PayToMe.co to Accelerate Telco + Fintech Convergence"
b67fa0864f3e455320f9dbc3,1770906480,2026-02-12,TradingView News Flow,contract_partnership,partnership,bullish,medium,0.83,direct,EPOW,E-Power Announces Strategic Partnership with Kehui International Ltd to Launch U.S.-Based Microgrid Joint Venture for Artificial Intelligence Data Center (AIDC)
addbce5cb8a8485507d7624c,1771326900,2026-02-17,TradingView News Flow,earnings_guidance,earnings_report,uncertain,medium,0.75,direct,ENLT,Enlight Renewable Energy Reports Fourth Quarter 2025 Financial Results
035e398f08dd23467a2602ef,1771327380,2026-02-17,TradingView News Flow,merger_acquisition,acquisition,mixed,high,0.9,direct,GRNQ,"Greenpro Capital to Acquire 13.6% of Forekast in Stock Deal, Issuing 8.5M Shares"
0b7b684101d3912eeb0cbf89,1771340621,2026-02-17,TradingView News Flow,earnings_guidance,earnings_positive,bullish,high,0.89,direct,ENLT,"ENLT: Record revenue and EBITDA growth in 2025, with strong outlook and fully funded expansion to 2028"
03248af05038c11915823778,1771366981,2026-02-17,TradingView News Flow,capital_structure,offering,bearish,high,0.94,direct,GOVX,"GeoVax Raises ~$0.87M at $2.31 in Registered Direct Offering, Adds Private Warrants"
af961284db02a80aac9a35b9,1771537247,2026-02-19,TradingView News Flow,earnings_guidance,earnings_positive,bullish,high,0.89,direct,INDI,"Indie Semiconductor Q4 revenue rises 8%, beats estimates"
ffd1d2d91be9b1a944edb1ee,1771938810,2026-02-24,TradingView News Flow,contract_partnership,partnership,bullish,medium,0.83,direct,VENU,Venu Holding Corp Announced Long-Term Strategic Partnership With Ampthink
f549c1c51863e837ea5eff9a,1771970260,2026-02-24,TradingView News Flow,earnings_guidance,earnings_positive,bullish,high,0.89,direct,CWH,Camping World’s (NYSE:CWH) Q4 CY2025 Sales Beat Estimates
d379cbd350611cf6c77b5cfc,1771971180,2026-02-24,TradingView News Flow,merger_acquisition,acquisition,mixed,high,0.9,direct,CDT,"CDT Equity to Acquire 20% of Sarborg in Stock, Pre-Funded Warrants and $8 Million Cash"
edac8d255fcc63b85ceb0830,1772024495,2026-02-25,TradingView News Flow,merger_acquisition,acquisition,mixed,high,0.9,direct,AIIO,Robo.Ai To Acquire Controlling Stake In Chinasky Car Trading Fze
42ca7b80a0b0ef04db5a84e3,1772024581,2026-02-25,TradingView News Flow,capital_structure,dilution,bearish,high,0.91,direct,GCTS,"GCT Semiconductor Extends Convertible Note to 2028; Issues 500,000 Warrants at $2.50"
36be63c679de26936d4fda01,1772053500,2026-02-25,TradingView News Flow,earnings_guidance,earnings_report,uncertain,medium,0.75,direct,ALEC,Alector Reports Fourth Quarter and Full Year 2025 Financial Results and Provides Business Update
d8e339b9518ab0393b93569f,1772115017,2026-02-26,TradingView News Flow,earnings_guidance,earnings_positive,bullish,high,0.89,direct,HPP,Hudson Pacific Properties Q4 revenue growth beats expectations on lease termination fee
2b913d781ad1c2fbfa109e46,1772127180,2026-02-26,TradingView News Flow,earnings_guidance,earnings_positive,bullish,high,0.89,direct,ODD,"Oddity's Q4 Earnings Beat Estimates, Margin Remains Under Pressure"
77618e5e603f3418b62b5eeb,1772140107,2026-02-26,TradingView News Flow,earnings_guidance,earnings_negative,bearish,high,0.9,direct,EXFY,"Expensify Q4 revenue down 5%, slightly misses estimates"
ec40227706b963c08718fc4c,1772140791,2026-02-26,TradingView News Flow,earnings_guidance,earnings_negative,bearish,high,0.9,direct,PSNL,Personalis Q4 revenue slightly misses expectations
6593715d4427470c80431df2,1772541541,2026-03-03,TradingView News Flow,contract_partnership,partnership,bullish,medium,0.83,direct,HAO,Haoxi Health Technology And Eaglepoint Ai Forge Strategic Partnership To Enter Ai-Powered Health Management Track
0f8d0cf0c295b207a6f04d79,1772573401,2026-03-03,TradingView News Flow,earnings_guidance,earnings_report,uncertain,medium,0.75,direct,EML,The Eastern Company Reports Fourth Quarter and Full Year 2025 Results
c90245d913faa6f8f6178869,1772574878,2026-03-03,TradingView News Flow,sec_filing,sec_filing,uncertain,low,0.76,direct,LIND,"Lindblad Expeditions Holdings Inc - Buys Additional 5% Interest In Natural Habitat On March 3, 2026 - SEC Filing"
29ba3bd1553fbe2e22312947,1772577703,2026-03-03,TradingView News Flow,sec_filing,sec_filing,uncertain,low,0.76,direct,PMAX,Powell Max Ltd Files For Offering Resale Of Up To 74.8 Million Class A Ordinary Shares By The Selling Shareholders - SEC Filing
7b3cfb7770b8172e2e23c816,1772630100,2026-03-04,TradingView News Flow,contract_partnership,partnership,bullish,medium,0.83,direct,JAGU,Jaguar Uranium Signs Collaboration Agreement with the Ministry of Energy and Environment of the Province of Mendoza
1f1dd039ebc6f6c6d41a02f7,1772659381,2026-03-04,TradingView News Flow,earnings_guidance,earnings_report,uncertain,medium,0.75,direct,OABI,OmniAb Reports Fourth Quarter and Full Year 2025 Financial Results and Business Highlights
714e0d37634c96b725c7a123,1772659705,2026-03-04,TradingView News Flow,earnings_guidance,earnings_negative,bearish,high,0.9,direct,OABI,"OmniAb Q4 revenue falls 22%, misses expectations"
4c6bf28c79af8791fbfff014,1772751420,2026-03-05,TradingView News Flow,capital_structure,offering,bearish,high,0.94,direct,CLDI,Calidi Biotherapeutics Announces Proposed Public Offering
40c80b7804f6c933d8c5fe0b,1772803800,2026-03-06,TradingView News Flow,capital_structure,offering,bearish,high,0.94,direct,CLDI,Calidi Biotherapeutics Announces Pricing of $5.2 Million Underwritten Public Offering
5f0d3c0ad9852db8d479d816,1772839751,2026-03-06,TradingView News Flow,capital_structure,offering,bearish,high,0.94,direct,VENU,Venu Holding Corporation Announces Proposed Public Offering
1d59a7639f20791566069b91,1773087181,2026-03-09,TradingView News Flow,capital_structure,dilution,bearish,high,0.91,direct,CDT,"CDT Equity Updates ELOC Terms and Raises $555,556 via Convertible Note to Boost Liquidity"
ba1454fba644577e08c79bb1,1773091953,2026-03-09,TradingView News Flow,sec_filing,sec_filing,uncertain,low,0.76,direct,CDT,"CDT Equity Lowers Floor Price To $0.60 In Purchase Agreement Amendment On March 3, 2026 - SEC Filing"
177bdb6dc819a86a47fafcfb,1773103800,2026-03-09,TradingView News Flow,capital_structure,offering,bearish,high,0.94,direct,CLDI,Calidi Biotherapeutics Announces Closing of $6.0 Million Underwritten Public Offering and Full Exercise of Underwriters’ Over-Allotment Option
17c5a038077acdc4c985e8a8,1773315000,2026-03-12,TradingView News Flow,earnings_guidance,earnings_report,uncertain,medium,0.75,direct,CRMT,America’s Car-Mart Reports Third Quarter Fiscal Year 2026 Results
9d5eb1847c659bfed25c2d41,1773315532,2026-03-12,TradingView News Flow,earnings_guidance,earnings_negative,bearish,high,0.9,direct,CRMT,Car-Mart Inc's Q3 revenue misses estimates on volume decline
4b38b1bd9f8d28e7d901d342,1773345900,2026-03-12,TradingView News Flow,earnings_guidance,earnings_report,uncertain,medium,0.75,direct,KRRO,Korro Reports Fourth Quarter and Full Year 2025 Financial Results and Provides Corporate Update
b636633cdc1252007290f4d9,1773403200,2026-03-13,TradingView News Flow,earnings_guidance,earnings_report,uncertain,medium,0.75,direct,PPBT,Purple Biotech Reports Fourth Quarter and Full Year 2025 Financial Results
a23d7091df5de60988c8c116,1773658800,2026-03-16,TradingView News Flow,capital_structure,offering,bearish,high,0.94,direct,OPTH,Optimi Health Announces Proposed Nasdaq Listing and U.S. Underwritten Public Offering
98058279f0966e348413fcd7,1773661500,2026-03-16,TradingView News Flow,capital_structure,offering,bearish,high,0.94,direct,GMTL,Guardian Metal Resources PLC Announces Launch of Roadshow for US Initial Public Offering
7673a86b4f7bddbee3dc7108,1773672161,2026-03-16,TradingView News Flow,capital_structure,offering,bearish,high,0.94,direct,OPTH,Optimi Health Announces Proposed Nasdaq Listing and U.S. Underwritten Public Offering
e85099226775229321548789,1773693180,2026-03-16,TradingView News Flow,capital_structure,reverse_split,mixed,high,0.9,direct,ADVB,"Advanced regains Nasdaq compliance after reverse stock split, listing retained under one-year monitor"
419e7b216586e94b67ec9797,1773778382,2026-03-17,TradingView News Flow,capital_structure,offering,bearish,high,0.94,direct,BCHT,Birchtech raises $16.4M after partial exercise of over-allotment in public offering
a3ea70685030d7d715c03f77,1773832699,2026-03-18,TradingView News Flow,sec_filing,sec_filing,uncertain,low,0.76,direct,KZIA,Kazia Therapeutics Ltd Files For Offering Of Up To $200 Million Of American Depositary Shares Representing Ordinary Shares Or Warrants - SEC Filing
6ee24dc2c788f916a1286cb0,1773838381,2026-03-18,TradingView News Flow,capital_structure,reverse_split,mixed,high,0.9,direct,MRDN,Meridian Holdings regains Nasdaq minimum bid compliance after 1-for-12 reverse split
105372e2a57a7a5d4a76d1a0,1773864300,2026-03-18,TradingView News Flow,earnings_guidance,earnings_report,uncertain,medium,0.75,direct,SPRO,"Spero Therapeutics to Report Fourth Quarter and Full Year 2025 Financial Results and Provide Business Update on March 26, 2026"
ca2d1847c800f8316520eab4,1773864943,2026-03-18,TradingView News Flow,earnings_guidance,earnings_positive,bullish,high,0.89,direct,HYPR,"Hyperfine Q4 revenue jumps, net loss narrows"
713af68911fa3ff0ce1ab55d,1773870007,2026-03-18,TradingView News Flow,sec_filing,sec_filing,uncertain,low,0.76,direct,HYPR,Hyperfine Enters Loan And Security Agreement With Horizon Technology Finance - SEC Filing
c1f84eb70079531fdd7e0266,1773921557,2026-03-19,TradingView News Flow,merger_acquisition,acquisition,mixed,high,0.9,direct,CHNR,"Chnr Announces Non-Binding Letter Of Intent To Acquire Majority Stake In Hoorii Technology, Marking Strategic Shift To Physical Ai"
8a872017806637c874fc6ff2,1773928744,2026-03-19,TradingView News Flow,earnings_guidance,earnings_positive,bullish,high,0.89,direct,LPA,"LPA: Achieved transformational growth with record revenue, full occupancy, and major Mexico expansion"
b340c2fad6a83acdbdbe5b6d,1773950700,2026-03-19,TradingView News Flow,earnings_guidance,earnings_report,uncertain,medium,0.75,direct,R|TNON,Tenon(R) Medical Reports Fourth Quarter and Full Year 2025 Financial Results
903168c509cc5a8f4708db86,1773950701,2026-03-19,TradingView News Flow,sec_filing,sec_filing,uncertain,low,0.76,direct,SLDB,"Solid Bios 2025 Form 10-K: larger operating loss, net loss widens; cash runway into H1 2028"
d723e8f372714a9d3f74894e,1773951115,2026-03-19,TradingView News Flow,earnings_guidance,earnings_positive,bullish,high,0.89,direct,TNON,"TNON: Record revenue, margin gains, and new product launches drive growth and improved financials"
dd3626c461861625c6c0e751,1773951120,2026-03-19,TradingView News Flow,earnings_guidance,earnings_report,uncertain,medium,0.75,direct,SLDB,Solid Biosciences Reports Fourth Quarter and Full Year 2025 Financial Results and Provides Business Updates
534a7aea6cc3f52ef3d33ff1,1773955605,2026-03-19,TradingView News Flow,earnings_guidance,earnings_positive,bullish,high,0.89,direct,TNON,"TNON: Record revenue, margin gains, and new product launches position for accelerated 2026 growth"
6483029c9f42b886719dba25,1773968860,2026-03-19,TradingView News Flow,capital_structure,offering,bearish,high,0.94,direct,GMTL,Guardian Metal Announces Pricing Of Upsized U.S. Initial Public Offering
7075910f972b713103c16cf1,1774009464,2026-03-20,TradingView News Flow,capital_structure,offering,bearish,high,0.94,direct,GMTL,Guardian Metal Resources prices upsized $60m US public offering
e5376895c2e9bee6d0ee04d4,1774042516,2026-03-20,TradingView News Flow,sec_filing,sec_filing,uncertain,low,0.76,direct,ZONE,"Clayton Adams Resigns As CEO Of Cleancore Solutions On March 16, 2026 - SEC Filing"
0aacab82ae24f481a62cd235,1774269000,2026-03-23,TradingView News Flow,merger_acquisition,acquisition,mixed,high,0.9,direct,PMAX,Powell Max Limited Signs Non-Binding Letter of Intent to Acquire The Boston Solar Company
c32716609868271a99d6116b,1774271940,2026-03-23,TradingView News Flow,capital_structure,offering,bearish,high,0.94,direct,LNKS,Linkers Industries Announces Pricing of $16M Best Efforts Public Offering
cbd98b13b2c2c0ab1ab2601b,1774271995,2026-03-23,TradingView News Flow,capital_structure,offering,bearish,high,0.94,direct,LNKS,Linkers Industries Ltd - Prices Best Efforts Public Offering With Gross Proceeds Of $16 Million
ffdfcdc39067dbbab987a2d4,1774272240,2026-03-23,TradingView News Flow,capital_structure,offering,bearish,high,0.94,direct,LNKS,Linkers Industries Announces Pricing of $16 Million Best Efforts Public Offering
8795fafaf2c8b556fc0ae269,1774291905,2026-03-23,TradingView News Flow,fda_clinical,fda_positive,bullish,high,0.94,direct,TLPH,TLPH: Niyad advances toward FDA approval as experts anticipate it will transform CRRT anticoagulation
208b9d0f3f5593c3a2db9d4f,1774367400,2026-03-24,TradingView News Flow,capital_structure,offering,bearish,high,0.94,direct,GMTL,Guardian Metal Resources PLC Announces Closing of U.S. Initial Public Offering
c757b3746c76ce509eda3884,1774444748,2026-03-25,TradingView News Flow,capital_structure,reverse_split,mixed,high,0.9,direct,CDT,Cdt Equity Inc. Announces Reverse Stock Split
fda6e0d6af3f8e1b94f817a1,1774469100,2026-03-25,TradingView News Flow,earnings_guidance,earnings_report,uncertain,medium,0.75,direct,GCTS,"GCT Semiconductor Holding, Inc. Provides Business Update and Reports Fourth Quarter and Full Year 2025 Financial Results"
c20c03f508114ea2a7f030fd,1774470035,2026-03-25,TradingView News Flow,earnings_guidance,earnings_negative,bearish,high,0.9,direct,GCTS,GCT Semiconductor Q4 revenue misses estimates
a83273e6b35bcf15f8e4a5d6,1774470434,2026-03-25,TradingView News Flow,sec_filing,sec_filing,uncertain,low,0.76,direct,SNYR,"Synergy CHC Corp - Enters Second Amendment To Term Loan Credit Agreement On March 24, 2026 - SEC Filing"
4aff0d6eed040fafac74837d,1774555592,2026-03-26,TradingView News Flow,fda_clinical,fda_positive,bullish,high,0.94,direct,SPRO,SPRO: 2025 net income reached $8.6M as tebipenem HBr advanced toward FDA approval and GSK milestones
1be74b0ebca67846c49d0a4b,1774557181,2026-03-26,TradingView News Flow,capital_structure,offering,bearish,high,0.94,direct,SMTK,SmartKem Prices $2.62 Million Registered Direct Offering at $0.2303 Per Share
91c655c352d1cdef7905d1d8,1774562606,2026-03-26,TradingView News Flow,geopolitical,sanctions_tariffs,uncertain,high,0.84,direct,LSF,"LSF: Net sales grew 15% to $49.9M, but gross margin fell to 37.9% amid inflation and tariffs"
